X,survey_name,scale_name,scored_scale,pID,score,n_items,n_missing,method,measure,score_std
843,LP2 well-being prediction,PWB,personal_growth,WBP195,6,3,0,mean,PWB personal_growth,-0.0263779280093904
844,LP2 well-being prediction,PWB,personal_growth,WBP196,5,3,0,mean,PWB personal_growth,-1.24729916730116
845,LP2 well-being prediction,PWB,personal_growth,WBP197,4.66666666666667,3,0,mean,PWB personal_growth,-1.65427291373174
846,LP2 well-being prediction,PWB,personal_growth,WBP198,5,3,0,mean,PWB personal_growth,-1.24729916730116
847,LP2 well-being prediction,PWB,personal_growth,WBP199,6,3,0,mean,PWB personal_growth,-0.0263779280093904
848,LP2 well-being prediction,PWB,personal_growth,WBP200,6.66666666666667,3,0,mean,PWB personal_growth,0.787569564851792
849,LP2 well-being prediction,PWB,personal_growth,WBP201,6,3,0,mean,PWB personal_growth,-0.0263779280093904
850,LP2 well-being prediction,PWB,personal_growth,WBP202,6.66666666666667,3,0,mean,PWB personal_growth,0.787569564851792
851,LP2 well-being prediction,PWB,personal_growth,WBP203,7,3,0,mean,PWB personal_growth,1.19454331128238
852,LP2 well-being prediction,PWB,personal_growth,WBP204,7,3,0,mean,PWB personal_growth,1.19454331128238
853,LP2 well-being prediction,PWB,personal_growth,WBP205,5.66666666666667,3,0,mean,PWB personal_growth,-0.433351674439976
854,LP2 well-being prediction,PWB,personal_growth,WBP206,5.66666666666667,3,0,mean,PWB personal_growth,-0.433351674439976
855,LP2 well-being prediction,PWB,personal_growth,WBP207,7,3,0,mean,PWB personal_growth,1.19454331128238
856,LP2 well-being prediction,PWB,personal_growth,WBP208,5.66666666666667,3,0,mean,PWB personal_growth,-0.433351674439976
857,LP2 well-being prediction,PWB,personal_growth,WBP209,6.66666666666667,3,0,mean,PWB personal_growth,0.787569564851792
858,LP2 well-being prediction,PWB,personal_growth,WBP210,5.33333333333333,3,0,mean,PWB personal_growth,-0.840325420870573
859,LP2 well-being prediction,PWB,personal_growth,WBP211,5.33333333333333,3,0,mean,PWB personal_growth,-0.840325420870573
860,LP2 well-being prediction,PWB,personal_growth,WBP212,6.66666666666667,3,0,mean,PWB personal_growth,0.787569564851792
861,LP2 well-being prediction,PWB,personal_growth,WBP213,6,3,0,mean,PWB personal_growth,-0.0263779280093904
862,LP2 well-being prediction,PWB,personal_growth,WBP214,6.33333333333333,3,0,mean,PWB personal_growth,0.380595818421195
863,LP2 well-being prediction,PWB,personal_growth,WBP215,4.33333333333333,3,0,mean,PWB personal_growth,-2.06124666016234
864,LP2 well-being prediction,PWB,personal_growth,WBP216,7,3,0,mean,PWB personal_growth,1.19454331128238
865,LP2 well-being prediction,PWB,positive_relations,WBP001,4.33333333333333,3,0,mean,PWB positive_relations,-0.794579053176603
866,LP2 well-being prediction,PWB,positive_relations,WBP002,6.33333333333333,3,0,mean,PWB positive_relations,0.850428060109139
867,LP2 well-being prediction,PWB,positive_relations,WBP003,3,3,0,mean,PWB positive_relations,-1.89125046203376
868,LP2 well-being prediction,PWB,positive_relations,WBP004,3,3,0,mean,PWB positive_relations,-1.89125046203376
869,LP2 well-being prediction,PWB,positive_relations,WBP005,5,3,0,mean,PWB positive_relations,-0.24624334874802
870,LP2 well-being prediction,PWB,positive_relations,WBP006,3.66666666666667,3,0,mean,PWB positive_relations,-1.34291475760518
871,LP2 well-being prediction,PWB,positive_relations,WBP007,6,3,0,mean,PWB positive_relations,0.576260207894851
872,LP2 well-being prediction,PWB,positive_relations,WBP008,6.66666666666667,3,0,mean,PWB positive_relations,1.12459591232343
873,LP2 well-being prediction,PWB,positive_relations,WBP009,4.66666666666667,3,0,mean,PWB positive_relations,-0.520411200962308
874,LP2 well-being prediction,PWB,positive_relations,WBP010,6,3,0,mean,PWB positive_relations,0.576260207894851
875,LP2 well-being prediction,PWB,positive_relations,WBP011,5.33333333333333,3,0,mean,PWB positive_relations,0.0279245034662677
876,LP2 well-being prediction,PWB,positive_relations,WBP012,6.33333333333333,3,0,mean,PWB positive_relations,0.850428060109139
877,LP2 well-being prediction,PWB,positive_relations,WBP013,4.66666666666667,3,0,mean,PWB positive_relations,-0.520411200962308
878,LP2 well-being prediction,PWB,positive_relations,WBP014,4.66666666666667,3,0,mean,PWB positive_relations,-0.520411200962308
879,LP2 well-being prediction,PWB,positive_relations,WBP015,6,3,0,mean,PWB positive_relations,0.576260207894851
880,LP2 well-being prediction,PWB,positive_relations,WBP016,5.5,6,0,mean,PWB positive_relations,0.165008429573415
881,LP2 well-being prediction,PWB,positive_relations,WBP017,6.33333333333333,3,0,mean,PWB positive_relations,0.850428060109139
882,LP2 well-being prediction,PWB,positive_relations,WBP018,5,3,0,mean,PWB positive_relations,-0.24624334874802
883,LP2 well-being prediction,PWB,positive_relations,WBP019,3.33333333333333,3,0,mean,PWB positive_relations,-1.61708260981948
884,LP2 well-being prediction,PWB,positive_relations,WBP020,4.33333333333333,3,0,mean,PWB positive_relations,-0.794579053176603
885,LP2 well-being prediction,PWB,positive_relations,WBP021,3.66666666666667,3,0,mean,PWB positive_relations,-1.34291475760518
886,LP2 well-being prediction,PWB,positive_relations,WBP022,6.66666666666667,6,0,mean,PWB positive_relations,1.12459591232343
887,LP2 well-being prediction,PWB,positive_relations,WBP023,6.33333333333333,3,0,mean,PWB positive_relations,0.850428060109139
888,LP2 well-being prediction,PWB,positive_relations,WBP024,4.66666666666667,6,0,mean,PWB positive_relations,-0.520411200962308
889,LP2 well-being prediction,PWB,positive_relations,WBP025,5,3,0,mean,PWB positive_relations,-0.24624334874802
890,LP2 well-being prediction,PWB,positive_relations,WBP026,6.33333333333333,3,0,mean,PWB positive_relations,0.850428060109139
891,LP2 well-being prediction,PWB,positive_relations,WBP027,5.66666666666667,3,0,mean,PWB positive_relations,0.302092355680563
892,LP2 well-being prediction,PWB,positive_relations,WBP028,4.33333333333333,3,0,mean,PWB positive_relations,-0.794579053176603
893,LP2 well-being prediction,PWB,positive_relations,WBP029,4,3,0,mean,PWB positive_relations,-1.06874690539089
894,LP2 well-being prediction,PWB,positive_relations,WBP030,4.66666666666667,3,0,mean,PWB positive_relations,-0.520411200962308
895,LP2 well-being prediction,PWB,positive_relations,WBP031,5.66666666666667,3,0,mean,PWB positive_relations,0.302092355680563
896,LP2 well-being prediction,PWB,positive_relations,WBP032,2.33333333333333,3,0,mean,PWB positive_relations,-2.43958616646235
897,LP2 well-being prediction,PWB,positive_relations,WBP033,7,3,0,mean,PWB positive_relations,1.39876376453772
898,LP2 well-being prediction,PWB,positive_relations,WBP034,6,3,0,mean,PWB positive_relations,0.576260207894851
899,LP2 well-being prediction,PWB,positive_relations,WBP035,4.33333333333333,3,0,mean,PWB positive_relations,-0.794579053176603
900,LP2 well-being prediction,PWB,positive_relations,WBP036,5,3,0,mean,PWB positive_relations,-0.24624334874802
901,LP2 well-being prediction,PWB,positive_relations,WBP037,3.33333333333333,3,0,mean,PWB positive_relations,-1.61708260981948
902,LP2 well-being prediction,PWB,positive_relations,WBP038,7,3,0,mean,PWB positive_relations,1.39876376453772
903,LP2 well-being prediction,PWB,positive_relations,WBP039,7,3,0,mean,PWB positive_relations,1.39876376453772
904,LP2 well-being prediction,PWB,positive_relations,WBP040,5,3,0,mean,PWB positive_relations,-0.24624334874802
905,LP2 well-being prediction,PWB,positive_relations,WBP041,4.33333333333333,3,0,mean,PWB positive_relations,-0.794579053176603
906,LP2 well-being prediction,PWB,positive_relations,WBP042,5.33333333333333,3,0,mean,PWB positive_relations,0.0279245034662677
907,LP2 well-being prediction,PWB,positive_relations,WBP043,5,3,0,mean,PWB positive_relations,-0.24624334874802
908,LP2 well-being prediction,PWB,positive_relations,WBP044,5.66666666666667,3,0,mean,PWB positive_relations,0.302092355680563
909,LP2 well-being prediction,PWB,positive_relations,WBP045,7,3,0,mean,PWB positive_relations,1.39876376453772
910,LP2 well-being prediction,PWB,positive_relations,WBP046,6,3,0,mean,PWB positive_relations,0.576260207894851
911,LP2 well-being prediction,PWB,positive_relations,WBP047,6.33333333333333,3,0,mean,PWB positive_relations,0.850428060109139
912,LP2 well-being prediction,PWB,positive_relations,WBP048,5,3,0,mean,PWB positive_relations,-0.24624334874802
913,LP2 well-being prediction,PWB,positive_relations,WBP049,6,6,0,mean,PWB positive_relations,0.576260207894851
914,LP2 well-being prediction,PWB,positive_relations,WBP050,6,3,0,mean,PWB positive_relations,0.576260207894851
915,LP2 well-being prediction,PWB,positive_relations,WBP051,7,3,0,mean,PWB positive_relations,1.39876376453772
916,LP2 well-being prediction,PWB,positive_relations,WBP052,6.33333333333333,3,0,mean,PWB positive_relations,0.850428060109139
917,LP2 well-being prediction,PWB,positive_relations,WBP053,3.66666666666667,3,0,mean,PWB positive_relations,-1.34291475760518
918,LP2 well-being prediction,PWB,positive_relations,WBP054,4.66666666666667,3,0,mean,PWB positive_relations,-0.520411200962308
919,LP2 well-being prediction,PWB,positive_relations,WBP055,5.33333333333333,3,0,mean,PWB positive_relations,0.0279245034662677
920,LP2 well-being prediction,PWB,positive_relations,WBP056,3,3,0,mean,PWB positive_relations,-1.89125046203376
921,LP2 well-being prediction,PWB,positive_relations,WBP057,7,3,0,mean,PWB positive_relations,1.39876376453772
922,LP2 well-being prediction,PWB,positive_relations,WBP058,5.33333333333333,3,0,mean,PWB positive_relations,0.0279245034662677
923,LP2 well-being prediction,PWB,positive_relations,WBP059,6.66666666666667,3,0,mean,PWB positive_relations,1.12459591232343
924,LP2 well-being prediction,PWB,positive_relations,WBP060,3.66666666666667,3,0,mean,PWB positive_relations,-1.34291475760518
925,LP2 well-being prediction,PWB,positive_relations,WBP061,5.33333333333333,3,0,mean,PWB positive_relations,0.0279245034662677
926,LP2 well-being prediction,PWB,positive_relations,WBP062,6.66666666666667,3,0,mean,PWB positive_relations,1.12459591232343
927,LP2 well-being prediction,PWB,positive_relations,WBP063,5.33333333333333,3,0,mean,PWB positive_relations,0.0279245034662677
928,LP2 well-being prediction,PWB,positive_relations,WBP064,6.66666666666667,3,0,mean,PWB positive_relations,1.12459591232343
929,LP2 well-being prediction,PWB,positive_relations,WBP065,5.66666666666667,3,0,mean,PWB positive_relations,0.302092355680563
930,LP2 well-being prediction,PWB,positive_relations,WBP066,4.33333333333333,3,0,mean,PWB positive_relations,-0.794579053176603
931,LP2 well-being prediction,PWB,positive_relations,WBP067,3.33333333333333,3,0,mean,PWB positive_relations,-1.61708260981948
932,LP2 well-being prediction,PWB,positive_relations,WBP068,6,3,0,mean,PWB positive_relations,0.576260207894851
933,LP2 well-being prediction,PWB,positive_relations,WBP069,5.66666666666667,3,0,mean,PWB positive_relations,0.302092355680563
934,LP2 well-being prediction,PWB,positive_relations,WBP070,7,3,0,mean,PWB positive_relations,1.39876376453772
935,LP2 well-being prediction,PWB,positive_relations,WBP071,6,3,0,mean,PWB positive_relations,0.576260207894851
936,LP2 well-being prediction,PWB,positive_relations,WBP072,5,3,0,mean,PWB positive_relations,-0.24624334874802
937,LP2 well-being prediction,PWB,positive_relations,WBP073,5.66666666666667,3,0,mean,PWB positive_relations,0.302092355680563
938,LP2 well-being prediction,PWB,positive_relations,WBP074,3.66666666666667,3,0,mean,PWB positive_relations,-1.34291475760518
939,LP2 well-being prediction,PWB,positive_relations,WBP075,6.66666666666667,3,0,mean,PWB positive_relations,1.12459591232343
940,LP2 well-being prediction,PWB,positive_relations,WBP076,2.66666666666667,3,0,mean,PWB positive_relations,-2.16541831424805
941,LP2 well-being prediction,PWB,positive_relations,WBP077,6.66666666666667,3,0,mean,PWB positive_relations,1.12459591232343
942,LP2 well-being prediction,PWB,positive_relations,WBP078,5.66666666666667,3,0,mean,PWB positive_relations,0.302092355680563
943,LP2 well-being prediction,PWB,positive_relations,WBP079,3.66666666666667,3,0,mean,PWB positive_relations,-1.34291475760518
944,LP2 well-being prediction,PWB,positive_relations,WBP080,6.33333333333333,3,0,mean,PWB positive_relations,0.850428060109139
945,LP2 well-being prediction,PWB,positive_relations,WBP081,4.66666666666667,3,0,mean,PWB positive_relations,-0.520411200962308
946,LP2 well-being prediction,PWB,positive_relations,WBP082,6.33333333333333,3,0,mean,PWB positive_relations,0.850428060109139
947,LP2 well-being prediction,PWB,positive_relations,WBP083,3.66666666666667,3,0,mean,PWB positive_relations,-1.34291475760518
948,LP2 well-being prediction,PWB,positive_relations,WBP084,3.33333333333333,3,0,mean,PWB positive_relations,-1.61708260981948
949,LP2 well-being prediction,PWB,positive_relations,WBP085,7,3,0,mean,PWB positive_relations,1.39876376453772
950,LP2 well-being prediction,PWB,positive_relations,WBP086,4.33333333333333,3,0,mean,PWB positive_relations,-0.794579053176603
951,LP2 well-being prediction,PWB,positive_relations,WBP087,6.33333333333333,3,0,mean,PWB positive_relations,0.850428060109139
952,LP2 well-being prediction,PWB,positive_relations,WBP088,4.66666666666667,3,0,mean,PWB positive_relations,-0.520411200962308
953,LP2 well-being prediction,PWB,positive_relations,WBP089,6.66666666666667,3,0,mean,PWB positive_relations,1.12459591232343
954,LP2 well-being prediction,PWB,positive_relations,WBP090,6,3,0,mean,PWB positive_relations,0.576260207894851
955,LP2 well-being prediction,PWB,positive_relations,WBP091,6.33333333333333,3,0,mean,PWB positive_relations,0.850428060109139
956,LP2 well-being prediction,PWB,positive_relations,WBP092,4.33333333333333,3,0,mean,PWB positive_relations,-0.794579053176603
957,LP2 well-being prediction,PWB,positive_relations,WBP093,6.66666666666667,3,0,mean,PWB positive_relations,1.12459591232343
958,LP2 well-being prediction,PWB,positive_relations,WBP094,5.33333333333333,3,0,mean,PWB positive_relations,0.0279245034662677
959,LP2 well-being prediction,PWB,positive_relations,WBP095,6.33333333333333,6,0,mean,PWB positive_relations,0.850428060109139
960,LP2 well-being prediction,PWB,positive_relations,WBP096,5,3,0,mean,PWB positive_relations,-0.24624334874802
961,LP2 well-being prediction,PWB,positive_relations,WBP097,6.66666666666667,3,0,mean,PWB positive_relations,1.12459591232343
962,LP2 well-being prediction,PWB,positive_relations,WBP098,7,6,0,mean,PWB positive_relations,1.39876376453772
963,LP2 well-being prediction,PWB,positive_relations,WBP099,5.66666666666667,3,0,mean,PWB positive_relations,0.302092355680563
964,LP2 well-being prediction,PWB,positive_relations,WBP100,6,3,0,mean,PWB positive_relations,0.576260207894851
965,LP2 well-being prediction,PWB,positive_relations,WBP101,6.66666666666667,3,0,mean,PWB positive_relations,1.12459591232343
966,LP2 well-being prediction,PWB,positive_relations,WBP102,5,3,0,mean,PWB positive_relations,-0.24624334874802
967,LP2 well-being prediction,PWB,positive_relations,WBP103,5.33333333333333,6,0,mean,PWB positive_relations,0.0279245034662677
968,LP2 well-being prediction,PWB,positive_relations,WBP104,6.33333333333333,3,0,mean,PWB positive_relations,0.850428060109139
969,LP2 well-being prediction,PWB,positive_relations,WBP105,4.66666666666667,3,0,mean,PWB positive_relations,-0.520411200962308
970,LP2 well-being prediction,PWB,positive_relations,WBP106,6,3,0,mean,PWB positive_relations,0.576260207894851
971,LP2 well-being prediction,PWB,positive_relations,WBP107,6.66666666666667,3,0,mean,PWB positive_relations,1.12459591232343
972,LP2 well-being prediction,PWB,positive_relations,WBP108,4.33333333333333,3,0,mean,PWB positive_relations,-0.794579053176603
973,LP2 well-being prediction,PWB,positive_relations,WBP109,3.33333333333333,3,0,mean,PWB positive_relations,-1.61708260981948
974,LP2 well-being prediction,PWB,positive_relations,WBP110,4.66666666666667,6,0,mean,PWB positive_relations,-0.520411200962308
975,LP2 well-being prediction,PWB,positive_relations,WBP111,5.33333333333333,6,0,mean,PWB positive_relations,0.0279245034662677
976,LP2 well-being prediction,PWB,positive_relations,WBP112,5,3,0,mean,PWB positive_relations,-0.24624334874802
977,LP2 well-being prediction,PWB,positive_relations,WBP113,6.33333333333333,3,0,mean,PWB positive_relations,0.850428060109139
978,LP2 well-being prediction,PWB,positive_relations,WBP114,5.66666666666667,3,0,mean,PWB positive_relations,0.302092355680563
979,LP2 well-being prediction,PWB,positive_relations,WBP115,7,3,0,mean,PWB positive_relations,1.39876376453772
980,LP2 well-being prediction,PWB,positive_relations,WBP116,4.33333333333333,3,0,mean,PWB positive_relations,-0.794579053176603
981,LP2 well-being prediction,PWB,positive_relations,WBP117,7,3,0,mean,PWB positive_relations,1.39876376453772
982,LP2 well-being prediction,PWB,positive_relations,WBP118,6.66666666666667,3,0,mean,PWB positive_relations,1.12459591232343
983,LP2 well-being prediction,PWB,positive_relations,WBP119,5,3,0,mean,PWB positive_relations,-0.24624334874802
984,LP2 well-being prediction,PWB,positive_relations,WBP120,5,3,0,mean,PWB positive_relations,-0.24624334874802
985,LP2 well-being prediction,PWB,positive_relations,WBP121,6.66666666666667,3,0,mean,PWB positive_relations,1.12459591232343
986,LP2 well-being prediction,PWB,positive_relations,WBP122,4.33333333333333,3,0,mean,PWB positive_relations,-0.794579053176603
987,LP2 well-being prediction,PWB,positive_relations,WBP123,4.33333333333333,3,0,mean,PWB positive_relations,-0.794579053176603
988,LP2 well-being prediction,PWB,positive_relations,WBP124,6.66666666666667,3,0,mean,PWB positive_relations,1.12459591232343
989,LP2 well-being prediction,PWB,positive_relations,WBP125,4.33333333333333,3,0,mean,PWB positive_relations,-0.794579053176603
990,LP2 well-being prediction,PWB,positive_relations,WBP126,6.33333333333333,3,0,mean,PWB positive_relations,0.850428060109139
991,LP2 well-being prediction,PWB,positive_relations,WBP127,6.33333333333333,3,0,mean,PWB positive_relations,0.850428060109139
992,LP2 well-being prediction,PWB,positive_relations,WBP128,3.66666666666667,3,0,mean,PWB positive_relations,-1.34291475760518
993,LP2 well-being prediction,PWB,positive_relations,WBP129,6.66666666666667,3,0,mean,PWB positive_relations,1.12459591232343
994,LP2 well-being prediction,PWB,positive_relations,WBP130,4.33333333333333,3,0,mean,PWB positive_relations,-0.794579053176603
995,LP2 well-being prediction,PWB,positive_relations,WBP131,4.33333333333333,3,0,mean,PWB positive_relations,-0.794579053176603
996,LP2 well-being prediction,PWB,positive_relations,WBP132,6,3,0,mean,PWB positive_relations,0.576260207894851
997,LP2 well-being prediction,PWB,positive_relations,WBP133,3.66666666666667,3,0,mean,PWB positive_relations,-1.34291475760518
998,LP2 well-being prediction,PWB,positive_relations,WBP134,6.66666666666667,3,0,mean,PWB positive_relations,1.12459591232343
999,LP2 well-being prediction,PWB,positive_relations,WBP135,6.66666666666667,3,0,mean,PWB positive_relations,1.12459591232343
1000,LP2 well-being prediction,PWB,positive_relations,WBP136,7,3,0,mean,PWB positive_relations,1.39876376453772
1001,LP2 well-being prediction,PWB,positive_relations,WBP137,7,3,0,mean,PWB positive_relations,1.39876376453772
1002,LP2 well-being prediction,PWB,positive_relations,WBP138,6,3,0,mean,PWB positive_relations,0.576260207894851
1003,LP2 well-being prediction,PWB,positive_relations,WBP139,4.33333333333333,3,0,mean,PWB positive_relations,-0.794579053176603
1004,LP2 well-being prediction,PWB,positive_relations,WBP140,6,3,0,mean,PWB positive_relations,0.576260207894851
1005,LP2 well-being prediction,PWB,positive_relations,WBP141,6.33333333333333,3,0,mean,PWB positive_relations,0.850428060109139
1006,LP2 well-being prediction,PWB,positive_relations,WBP142,6,3,0,mean,PWB positive_relations,0.576260207894851
1007,LP2 well-being prediction,PWB,positive_relations,WBP143,6.66666666666667,3,0,mean,PWB positive_relations,1.12459591232343
1008,LP2 well-being prediction,PWB,positive_relations,WBP144,6.66666666666667,3,0,mean,PWB positive_relations,1.12459591232343
1009,LP2 well-being prediction,PWB,positive_relations,WBP145,6.66666666666667,3,0,mean,PWB positive_relations,1.12459591232343
1010,LP2 well-being prediction,PWB,positive_relations,WBP146,5,3,0,mean,PWB positive_relations,-0.24624334874802
1011,LP2 well-being prediction,PWB,positive_relations,WBP147,6,3,0,mean,PWB positive_relations,0.576260207894851
1012,LP2 well-being prediction,PWB,positive_relations,WBP148,5.66666666666667,3,0,mean,PWB positive_relations,0.302092355680563
1013,LP2 well-being prediction,PWB,positive_relations,WBP149,4.33333333333333,3,0,mean,PWB positive_relations,-0.794579053176603
1014,LP2 well-being prediction,PWB,positive_relations,WBP150,5.66666666666667,3,0,mean,PWB positive_relations,0.302092355680563
1015,LP2 well-being prediction,PWB,positive_relations,WBP151,4.5,6,0,mean,PWB positive_relations,-0.657495127069456
1016,LP2 well-being prediction,PWB,positive_relations,WBP152,5.66666666666667,3,0,mean,PWB positive_relations,0.302092355680563
1017,LP2 well-being prediction,PWB,positive_relations,WBP153,5,3,0,mean,PWB positive_relations,-0.24624334874802
1018,LP2 well-being prediction,PWB,positive_relations,WBP154,4.33333333333333,3,0,mean,PWB positive_relations,-0.794579053176603
1019,LP2 well-being prediction,PWB,positive_relations,WBP155,6.33333333333333,3,0,mean,PWB positive_relations,0.850428060109139
1020,LP2 well-being prediction,PWB,positive_relations,WBP156,6.33333333333333,3,0,mean,PWB positive_relations,0.850428060109139
1021,LP2 well-being prediction,PWB,positive_relations,WBP157,5.33333333333333,3,0,mean,PWB positive_relations,0.0279245034662677
1022,LP2 well-being prediction,PWB,positive_relations,WBP158,5.66666666666667,3,0,mean,PWB positive_relations,0.302092355680563
1023,LP2 well-being prediction,PWB,positive_relations,WBP159,5,3,0,mean,PWB positive_relations,-0.24624334874802
1024,LP2 well-being prediction,PWB,positive_relations,WBP160,5,3,0,mean,PWB positive_relations,-0.24624334874802
1025,LP2 well-being prediction,PWB,positive_relations,WBP161,3,3,0,mean,PWB positive_relations,-1.89125046203376
1026,LP2 well-being prediction,PWB,positive_relations,WBP162,3.33333333333333,3,0,mean,PWB positive_relations,-1.61708260981948
1027,LP2 well-being prediction,PWB,positive_relations,WBP163,4.66666666666667,3,0,mean,PWB positive_relations,-0.520411200962308
1028,LP2 well-being prediction,PWB,positive_relations,WBP164,6,3,0,mean,PWB positive_relations,0.576260207894851
1029,LP2 well-being prediction,PWB,positive_relations,WBP165,6,3,0,mean,PWB positive_relations,0.576260207894851
1030,LP2 well-being prediction,PWB,positive_relations,WBP166,6,3,0,mean,PWB positive_relations,0.576260207894851
1031,LP2 well-being prediction,PWB,positive_relations,WBP167,4.66666666666667,3,0,mean,PWB positive_relations,-0.520411200962308
1032,LP2 well-being prediction,PWB,positive_relations,WBP168,6.66666666666667,3,0,mean,PWB positive_relations,1.12459591232343
1033,LP2 well-being prediction,PWB,positive_relations,WBP169,5,3,0,mean,PWB positive_relations,-0.24624334874802
1034,LP2 well-being prediction,PWB,positive_relations,WBP170,7,3,0,mean,PWB positive_relations,1.39876376453772
1035,LP2 well-being prediction,PWB,positive_relations,WBP171,6.66666666666667,3,0,mean,PWB positive_relations,1.12459591232343
1036,LP2 well-being prediction,PWB,positive_relations,WBP172,2.33333333333333,3,0,mean,PWB positive_relations,-2.43958616646235
1037,LP2 well-being prediction,PWB,positive_relations,WBP173,2.66666666666667,3,0,mean,PWB positive_relations,-2.16541831424805
1038,LP2 well-being prediction,PWB,positive_relations,WBP174,6.66666666666667,3,0,mean,PWB positive_relations,1.12459591232343
1039,LP2 well-being prediction,PWB,positive_relations,WBP175,2.66666666666667,3,0,mean,PWB positive_relations,-2.16541831424805
1040,LP2 well-being prediction,PWB,positive_relations,WBP176,5,3,0,mean,PWB positive_relations,-0.24624334874802
1041,LP2 well-being prediction,PWB,positive_relations,WBP177,3,3,0,mean,PWB positive_relations,-1.89125046203376
1042,LP2 well-being prediction,PWB,positive_relations,WBP178,4.33333333333333,3,0,mean,PWB positive_relations,-0.794579053176603
1043,LP2 well-being prediction,PWB,positive_relations,WBP179,2.33333333333333,3,0,mean,PWB positive_relations,-2.43958616646235
1044,LP2 well-being prediction,PWB,positive_relations,WBP180,6,3,0,mean,PWB positive_relations,0.576260207894851
1045,LP2 well-being prediction,PWB,positive_relations,WBP181,5,3,0,mean,PWB positive_relations,-0.24624334874802
1046,LP2 well-being prediction,PWB,positive_relations,WBP182,6.33333333333333,3,0,mean,PWB positive_relations,0.850428060109139
1047,LP2 well-being prediction,PWB,positive_relations,WBP183,5.33333333333333,3,0,mean,PWB positive_relations,0.0279245034662677
1048,LP2 well-being prediction,PWB,positive_relations,WBP184,4.66666666666667,3,0,mean,PWB positive_relations,-0.520411200962308
1049,LP2 well-being prediction,PWB,positive_relations,WBP185,4,3,0,mean,PWB positive_relations,-1.06874690539089
1050,LP2 well-being prediction,PWB,positive_relations,WBP186,2.66666666666667,3,0,mean,PWB positive_relations,-2.16541831424805
1051,LP2 well-being prediction,PWB,positive_relations,WBP187,3.66666666666667,3,0,mean,PWB positive_relations,-1.34291475760518
1052,LP2 well-being prediction,PWB,positive_relations,WBP188,5.33333333333333,6,0,mean,PWB positive_relations,0.0279245034662677
1053,LP2 well-being prediction,PWB,positive_relations,WBP189,6.66666666666667,3,0,mean,PWB positive_relations,1.12459591232343
1054,LP2 well-being prediction,PWB,positive_relations,WBP190,7,3,0,mean,PWB positive_relations,1.39876376453772
1055,LP2 well-being prediction,PWB,positive_relations,WBP191,6,3,0,mean,PWB positive_relations,0.576260207894851
1056,LP2 well-being prediction,PWB,positive_relations,WBP192,6,3,0,mean,PWB positive_relations,0.576260207894851
1057,LP2 well-being prediction,PWB,positive_relations,WBP193,5.66666666666667,3,0,mean,PWB positive_relations,0.302092355680563
1058,LP2 well-being prediction,PWB,positive_relations,WBP194,5.33333333333333,3,0,mean,PWB positive_relations,0.0279245034662677
1059,LP2 well-being prediction,PWB,positive_relations,WBP195,4.33333333333333,3,0,mean,PWB positive_relations,-0.794579053176603
1060,LP2 well-being prediction,PWB,positive_relations,WBP196,6,3,0,mean,PWB positive_relations,0.576260207894851
1061,LP2 well-being prediction,PWB,positive_relations,WBP197,4.33333333333333,3,0,mean,PWB positive_relations,-0.794579053176603
1062,LP2 well-being prediction,PWB,positive_relations,WBP198,5.33333333333333,3,0,mean,PWB positive_relations,0.0279245034662677
1063,LP2 well-being prediction,PWB,positive_relations,WBP199,6,3,0,mean,PWB positive_relations,0.576260207894851
1064,LP2 well-being prediction,PWB,positive_relations,WBP200,6,3,0,mean,PWB positive_relations,0.576260207894851
1065,LP2 well-being prediction,PWB,positive_relations,WBP201,4.66666666666667,3,0,mean,PWB positive_relations,-0.520411200962308
1066,LP2 well-being prediction,PWB,positive_relations,WBP202,4,3,0,mean,PWB positive_relations,-1.06874690539089
1067,LP2 well-being prediction,PWB,positive_relations,WBP203,5,3,0,mean,PWB positive_relations,-0.24624334874802
1068,LP2 well-being prediction,PWB,positive_relations,WBP204,6,3,0,mean,PWB positive_relations,0.576260207894851
1069,LP2 well-being prediction,PWB,positive_relations,WBP205,3,3,0,mean,PWB positive_relations,-1.89125046203376
1070,LP2 well-being prediction,PWB,positive_relations,WBP206,2.33333333333333,3,0,mean,PWB positive_relations,-2.43958616646235
1071,LP2 well-being prediction,PWB,positive_relations,WBP207,5,3,0,mean,PWB positive_relations,-0.24624334874802
1072,LP2 well-being prediction,PWB,positive_relations,WBP208,4,3,0,mean,PWB positive_relations,-1.06874690539089
1073,LP2 well-being prediction,PWB,positive_relations,WBP209,6,3,0,mean,PWB positive_relations,0.576260207894851
1074,LP2 well-being prediction,PWB,positive_relations,WBP210,6,3,0,mean,PWB positive_relations,0.576260207894851
1075,LP2 well-being prediction,PWB,positive_relations,WBP211,6.33333333333333,3,0,mean,PWB positive_relations,0.850428060109139
1076,LP2 well-being prediction,PWB,positive_relations,WBP212,3,3,0,mean,PWB positive_relations,-1.89125046203376
1077,LP2 well-being prediction,PWB,positive_relations,WBP213,4.33333333333333,3,0,mean,PWB positive_relations,-0.794579053176603
1078,LP2 well-being prediction,PWB,positive_relations,WBP214,6,3,0,mean,PWB positive_relations,0.576260207894851
1079,LP2 well-being prediction,PWB,positive_relations,WBP215,4.66666666666667,3,0,mean,PWB positive_relations,-0.520411200962308
1080,LP2 well-being prediction,PWB,positive_relations,WBP216,7,3,0,mean,PWB positive_relations,1.39876376453772
